taxonId;taxaGroup;scientificName;vernacularName;family;taxonLabel;ndffIdentity;threatStatus;occurenceStatus;taxaSubgroup;isAcceptedName;scientificNameAuthorship;updated
0;V;Plantae sp.;plant (soort onbekend);;0;http://ndff-ecogrid.nl/taxonomy/taxa/plantonbekend;;;;0;;08/22/2022 12:21:30
1;V;Acer campestre;Spaanse aak;Sapindaceae;0001;http://ndff-ecogrid.nl/taxonomy/taxa/acercampestre;TNB;a;S;-1;L.;03/15/2025 09:21:30
2;V;Acer pseudoplatanus;Gewone esdoorn;Sapindaceae;0002;http://ndff-ecogrid.nl/taxonomy/taxa/acerpseudoplatanus;TNB;a;S;-1;L.;08/22/2022 12:21:30
3;V;Orchis anthropophora;Poppenorchis;Orchidaceae;0003;http://ndff-ecogrid.nl/taxonomy/taxa/orchisanthropophora;BE;zzz;E;-1;(L.) All.;08/22/2022 12:21:30
4;V;Achillea millefolium;Duizendblad;Asteraceae;0004;http://ndff-ecogrid.nl/taxonomy/taxa/achilleamillefolium;TNB;a;S;-1;L.;08/22/2022 12:21:30
5;V;Achillea ptarmica;Wilde bertram;Asteraceae;0005;http://ndff-ecogrid.nl/taxonomy/taxa/achilleaptarmica;TNB;a;S;-1;L.;08/22/2022 12:21:30
6;V;Aconitum vulparia;Gele monnikskap;Ranunculaceae;0006;http://ndff-ecogrid.nl/taxonomy/taxa/aconitumvulparia;GE;zzz;S;-1;Rchb.;08/22/2022 12:21:30
7;V;Acorus calamus;Kalmoes;Acoraceae;0007;http://ndff-ecogrid.nl/taxonomy/taxa/acoruscalamus;TNB;a;E;-1;L.;08/22/2022 12:21:30
8;V;Actaea spicata;Christoffelkruid;Ranunculaceae;0008;http://ndff-ecogrid.nl/taxonomy/taxa/actaeaspicata;BE;zzz;S;-1;L.;08/22/2022 12:21:30
9;V;Adonis vernalis;Voorjaarsadonis;Ranunculaceae;0009;http://ndff-ecogrid.nl/taxonomy/taxa/adonisvernalis;L;x;S;-1;L.;08/22/2022 12:21:30
10;V;Adoxa moschatellina;Muskuskruid;Adoxaceae;0010;http://ndff-ecogrid.nl/taxonomy/taxa/adoxamoschatellina;TNB;z;S;-1;L.;08/22/2022 12:21:30
11;V;Aegopodium podagraria;Zevenblad;Apiaceae;0011;http://ndff-ecogrid.nl/taxonomy/taxa/aegopodiumpodagraria;TNB;a;S;-1;L.;08/22/2022 12:21:30
12;V;Aethusa cynapium;Hondspeterselie;Apiaceae;0012;http://ndff-ecogrid.nl/taxonomy/taxa/aethusacynapium;TNB;a;S;-1;L.;08/22/2022 12:21:30
13;V;Agrimonia eupatoria;Gewone agrimonie;Rosaceae;0013;http://ndff-ecogrid.nl/taxonomy/taxa/agrimoniaeupatoria;GE;a;S;-1;L.;08/22/2022 12:21:30
14;V;Agrimonia procera;Welriekende agrimonie;Rosaceae;0014;http://ndff-ecogrid.nl/taxonomy/taxa/agrimoniaprocera;KW;zz;S;-1;Wallr.;08/22/2022 12:21:30
15;V;Agrostemma githago;Bolderik;Caryophyllaceae;0015;http://ndff-ecogrid.nl/taxonomy/taxa/agrostemmagithago;KW;z;S;-1;L.;08/22/2022 12:21:30
16;V;Agrostis canina / vinealis;Moeras- / Zandstruisgras;Poaceae;0016;http://ndff-ecogrid.nl/taxonomy/taxa/agrostiscaninavinealis;;a;E;0;;08/22/2022 12:21:30
17;V;Agrostis gigantea;Hoog struisgras;Poaceae;0017;http://ndff-ecogrid.nl/taxonomy/taxa/agrostisgigantea;TNB;a;E;-1;Roth;08/22/2022 12:21:30
18;V;Agrostis stolonifera;Fioringras;Poaceae;0018;http://ndff-ecogrid.nl/taxonomy/taxa/agrostisstolonifera;TNB;a;E;-1;L.;08/22/2022 12:21:30
19;V;Agrostis capillaris;Gewoon struisgras;Poaceae;0019;http://ndff-ecogrid.nl/taxonomy/taxa/agrostiscapillaris;TNB;a;E;-1;L.;08/22/2022 12:21:30
20;V;Aira caryophyllea;Zilverhaver;Poaceae;0020;http://ndff-ecogrid.nl/taxonomy/taxa/airacaryophyllea;TNB;a;E;-1;L.;08/22/2022 12:21:30
21;V;Aira praecox;Vroege haver;Poaceae;0021;http://ndff-ecogrid.nl/taxonomy/taxa/airapraecox;TNB;a;E;-1;L.;08/22/2022 12:21:30
22;V;Ajuga chamaepitys;Akkerzenegroen;Lamiaceae;0022;http://ndff-ecogrid.nl/taxonomy/taxa/ajugachamaepitys;VN;x;S;-1;(L.) Schreb.;08/22/2022 12:21:30
23;V;Ajuga genevensis;Harig zenegroen;Lamiaceae;0023;http://ndff-ecogrid.nl/taxonomy/taxa/ajugagenevensis;;zzz;S;-1;L.;08/22/2022 12:21:30
24;V;Ajuga reptans;Kruipend zenegroen;Lamiaceae;0024;http://ndff-ecogrid.nl/taxonomy/taxa/ajugareptans;TNB;a;S;-1;L.;08/22/2022 12:21:30
25;V;Alchemilla acutiloba/glaucescens/vulgaris;;Rosaceae;0025;http://ndff-ecogrid.nl/taxonomy/taxa/alchemillavulgarissl;;zz;S;0;;08/22/2022 12:21:30
26;V;Alisma gramineum;Smalle waterweegbree;Alismataceae;0026;http://ndff-ecogrid.nl/taxonomy/taxa/alismagramineum;TNB;z;E;-1;Lej.;08/22/2022 12:21:30
27;V;Alisma lanceolatum;Slanke waterweegbree;Alismataceae;0027;http://ndff-ecogrid.nl/taxonomy/taxa/alismalanceolatum;TNB;a;E;-1;With.;08/22/2022 12:21:30
28;V;Alisma plantago-aquatica;Grote waterweegbree;Alismataceae;0028;http://ndff-ecogrid.nl/taxonomy/taxa/alismaplantagoaquatica;TNB;a;E;-1;L.;08/22/2022 12:21:30
29;V;Alliaria petiolata;Look-zonder-look;Brassicaceae;0029;http://ndff-ecogrid.nl/taxonomy/taxa/alliariapetiolata;TNB;a;S;-1;(M. Bieb.) Cavara & Grande;08/22/2022 12:21:30
30;V;Allium carinatum;Berglook;Amaryllidaceae;0030;http://ndff-ecogrid.nl/taxonomy/taxa/alliumcarinatum;GE;zzz;E;-1;L.;08/22/2022 12:21:30
31;V;Allium oleraceum;Moeslook;Amaryllidaceae;0031;http://ndff-ecogrid.nl/taxonomy/taxa/alliumoleraceum;KW;zz;E;-1;L.;08/22/2022 12:21:30
32;V;Allium schoenoprasum;Bieslook;Amaryllidaceae;0032;http://ndff-ecogrid.nl/taxonomy/taxa/alliumschoenoprasum;TNB;z;E;-1;L.;08/22/2022 12:21:30
33;V;Allium scorodoprasum;Slangenlook;Amaryllidaceae;0033;http://ndff-ecogrid.nl/taxonomy/taxa/alliumscorodoprasum;TNB;zz;E;-1;L.;08/22/2022 12:21:30
34;V;Allium ursinum;Daslook;Amaryllidaceae;0034;http://ndff-ecogrid.nl/taxonomy/taxa/alliumursinum;TNB;a;E;-1;L.;08/22/2022 12:21:30
35;V;Allium vineale;Kraailook;Amaryllidaceae;0035;http://ndff-ecogrid.nl/taxonomy/taxa/alliumvineale;TNB;a;E;-1;L.;08/22/2022 12:21:30
36;V;Alnus glutinosa;Zwarte els;Betulaceae;0036;http://ndff-ecogrid.nl/taxonomy/taxa/alnusglutinosa;TNB;a;S;-1;(L.) Gaertn.;08/22/2022 12:21:30
37;V;Alnus incana;Witte els;Betulaceae;0037;http://ndff-ecogrid.nl/taxonomy/taxa/alnusincana;TNB;a;S;-1;(L.) Moench;08/22/2022 12:21:30
38;V;Alopecurus aequalis;Rosse vossenstaart;Poaceae;0038;http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusaequalis;TNB;a;E;-1;Sobol.;08/22/2022 12:21:30
39;V;Alopecurus bulbosus;Knolvossenstaart;Poaceae;0039;http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusbulbosus;BE;zz;E;-1;Gouan;08/22/2022 12:21:30
40;V;Alopecurus geniculatus;Geknikte vossenstaart;Poaceae;0040;http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusgeniculatus;TNB;a;E;-1;L.;08/22/2022 12:21:30
41;V;Alopecurus myosuroides;Duist;Poaceae;0041;http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusmyosuroides;TNB;a;E;-1;Huds.;08/22/2022 12:21:30
42;V;Alopecurus pratensis;Grote vossenstaart;Poaceae;0042;http://ndff-ecogrid.nl/taxonomy/taxa/alopecuruspratensis;TNB;a;E;-1;L.;08/22/2022 12:21:30
43;V;Althaea officinalis;Heemst;Malvaceae;0043;http://ndff-ecogrid.nl/taxonomy/taxa/althaeaofficinalis;KW;z;S;-1;L.;08/22/2022 12:21:30
44;V;Alyssum alyssoides;Bleek schildzaad;Brassicaceae;0044;http://ndff-ecogrid.nl/taxonomy/taxa/alyssumalyssoides;EB;zzz;S;-1;(L.) L.;08/22/2022 12:21:30
45;V;Amaranthus graecizans;Afrikaanse amarant;Amaranthaceae;0045;http://ndff-ecogrid.nl/taxonomy/taxa/amaranthusgraecizans;;zzz;S;-1;L.;08/22/2022 12:21:30
46;V;Amaranthus blitum;Kleine majer;Amaranthaceae;0046;http://ndff-ecogrid.nl/taxonomy/taxa/amaranthusblitum;TNB;a;S;-1;L.;08/22/2022 12:21:30
47;V;Amaranthus retroflexus;Papegaaienkruid;Amaranthaceae;0047;http://ndff-ecogrid.nl/taxonomy/taxa/amaranthusretroflexus;TNB;a;S;-1;L.;08/22/2022 12:21:30
48;V;Ambrosia artemisiifolia;Alsemambrosia;Asteraceae;0048;http://ndff-ecogrid.nl/taxonomy/taxa/ambrosiaartemisiifolia;E;a;S;-1;L.;08/22/2022 12:21:30
49;V;Calamagrostis x calammophila;Noordse helm;Poaceae;0049;http://ndff-ecogrid.nl/taxonomy/taxa/calamagrostisxcalammophila;;zz;E;-1;Saarela;08/22/2022 12:21:30
50;V;Calamagrostis arenaria;Helm;Poaceae;0050;http://ndff-ecogrid.nl/taxonomy/taxa/calamagrostisarenaria;TNB;z;E;-1;(L.) Roth;08/22/2022 12:21:30
51;V;Anacamptis pyramidalis;Hondskruid;Orchidaceae;0051;http://ndff-ecogrid.nl/taxonomy/taxa/anacamptispyramidalis;TNB;zz;E;-1;(L.) Rich.;08/22/2022 12:21:30
52;V;Anagallis arvensis subsp. arvensis;Rood guichelheil;Primulaceae;0052;http://ndff-ecogrid.nl/taxonomy/taxa/anagallisarvensissubsparvensis;TNB;a;S;-1;L.;08/22/2022 12:21:30
53;V;Anagallis tenella;Teer guichelheil;Primulaceae;0053;http://ndff-ecogrid.nl/taxonomy/taxa/anagallistenella;TNB;zz;S;-1;(L.) L.;08/22/2022 12:21:30
54;V;Anchusa officinalis;Gewone ossentong;Boraginaceae;0054;http://ndff-ecogrid.nl/taxonomy/taxa/anchusaofficinalis;TNB;z;S;-1;L.;08/22/2022 12:21:30
55;V;Andromeda polifolia;Lavendelhei;Ericaceae;0055;http://ndff-ecogrid.nl/taxonomy/taxa/andromedapolifolia;KW;z;S;-1;L.;08/22/2022 12:21:30
56;V;Anemone nemorosa;Bosanemoon;Ranunculaceae;0056;http://ndff-ecogrid.nl/taxonomy/taxa/anemonenemorosa;TNB;a;S;-1;L.;08/22/2022 12:21:30
57;V;Pulsatilla vulgaris;Wildemanskruid;Ranunculaceae;0057;http://ndff-ecogrid.nl/taxonomy/taxa/pulsatillavulgaris;VN;x;S;-1;Mill.;08/22/2022 12:21:30
58;V;Anemone ranunculoides;Gele anemoon;Ranunculaceae;0058;http://ndff-ecogrid.nl/taxonomy/taxa/anemoneranunculoides;TNB;zz;S;-1;L.;08/22/2022 12:21:30
59;V;Angelica archangelica;Grote engelwortel;Apiaceae;0059;http://ndff-ecogrid.nl/taxonomy/taxa/angelicaarchangelica;TNB;a;S;-1;L.;08/22/2022 12:21:30
60;V;Angelica sylvestris;Gewone engelwortel;Apiaceae;0060;http://ndff-ecogrid.nl/taxonomy/taxa/angelicasylvestris;TNB;a;S;-1;L.;08/22/2022 12:21:30
61;V;Antennaria dioica;Rozenkransje;Asteraceae;0061;http://ndff-ecogrid.nl/taxonomy/taxa/antennariadioica;EB;zzz;S;-1;(L.) Gaertn.;08/22/2022 12:21:30
62;V;Anthemis arvensis;Valse kamille;Asteraceae;0062;http://ndff-ecogrid.nl/taxonomy/taxa/anthemisarvensis;KW;z;S;-1;L.;08/22/2022 12:21:30
63;V;Anthemis cotula;Stinkende kamille;Asteraceae;0063;http://ndff-ecogrid.nl/taxonomy/taxa/anthemiscotula;BE;zz;S;-1;L.;08/22/2022 12:21:30
64;V;Anthemis tinctoria;Gele kamille;Asteraceae;0064;http://ndff-ecogrid.nl/taxonomy/taxa/anthemistinctoria;TNB;z;S;-1;L.;08/22/2022 12:21:30
65;V;Anthericum liliago;Grote graslelie;Asparagaceae;0065;http://ndff-ecogrid.nl/taxonomy/taxa/anthericumliliago;GE;zzz;E;-1;L.;08/22/2022 12:21:30
66;V;Anthoxanthum odoratum;Gewoon reukgras;Poaceae;0066;http://ndff-ecogrid.nl/taxonomy/taxa/anthoxanthumodoratum;TNB;a;E;-1;L.;08/22/2022 12:21:30
67;V;Anthoxanthum aristatum;Slofhak;Poaceae;0067;http://ndff-ecogrid.nl/taxonomy/taxa/anthoxanthumaristatum;KW;z;E;-1;Boiss.;08/22/2022 12:21:30
68;V;Anthriscus caucalis;Fijne kervel;Apiaceae;0068;http://ndff-ecogrid.nl/taxonomy/taxa/anthriscuscaucalis;TNB;z;S;-1;M. Bieb.;08/22/2022 12:21:30
69;V;Anthriscus cerefolium;Echte kervel;Apiaceae;0069;http://ndff-ecogrid.nl/taxonomy/taxa/anthriscuscerefolium;;zz;S;-1;(L.) Hoffm.;08/22/2022 12:21:30
70;V;Anthriscus sylvestris;Fluitenkruid;Apiaceae;0070;http://ndff-ecogrid.nl/taxonomy/taxa/anthriscussylvestris;TNB;a;S;-1;(L.) Hoffm.;08/22/2022 12:21:30
71;V;Anthyllis vulneraria;Wondklaver;Fabaceae;0071;http://ndff-ecogrid.nl/taxonomy/taxa/anthyllisvulneraria;TNB;z;S;-1;L.;08/22/2022 12:21:30
72;V;Misopates orontium;Akkerleeuwenbek;Plantaginaceae;0072;http://ndff-ecogrid.nl/taxonomy/taxa/misopatesorontium;KW;z;S;-1;(L.) Raf.;08/22/2022 12:21:30
73;V;Apera spica-venti;Grote windhalm;Poaceae;0073;http://ndff-ecogrid.nl/taxonomy/taxa/aperaspicaventi;TNB;a;E;-1;(L.) P. Beauv.;08/22/2022 12:21:30
74;V;Aphanes arvensis;Grote leeuwenklauw;Rosaceae;0074;http://ndff-ecogrid.nl/taxonomy/taxa/aphanesarvensis;TNB;zz;S;-1;L.;08/22/2022 12:21:30
75;V;Aphanes australis;Kleine leeuwenklauw;Rosaceae;0075;http://ndff-ecogrid.nl/taxonomy/taxa/aphanesaustralis;TNB;a;S;-1;Rydb.;08/22/2022 12:21:30
76;V;Apium graveolens;Selderij;Apiaceae;0076;http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens;KW;z;S;-1;L.;08/22/2022 12:21:30
77;V;Helosciadium inundatum;Ondergedoken moerasscherm;Apiaceae;0077;http://ndff-ecogrid.nl/taxonomy/taxa/helosciadiuminundatum;BE;zz;S;-1;W.D.J.Koch;08/22/2022 12:21:30
78;V;Helosciadium nodiflorum;Groot moerasscherm;Apiaceae;0078;http://ndff-ecogrid.nl/taxonomy/taxa/helosciadiumnodiflorum;TNB;z;S;-1;(L.) Koch;08/22/2022 12:21:30
79;V;Helosciadium repens;Kruipend moerasscherm;Apiaceae;0079;http://ndff-ecogrid.nl/taxonomy/taxa/helosciadiumrepens;EB;zzz;S;-1;(Jacq.) Koch;08/22/2022 12:21:30
80;V;Aquilegia vulgaris;Wilde akelei;Ranunculaceae;0080;http://ndff-ecogrid.nl/taxonomy/taxa/aquilegiavulgaris;TNB;zz;S;-1;L.;08/22/2022 12:21:30
81;V;Arabidopsis thaliana;Zandraket;Brassicaceae;0081;http://ndff-ecogrid.nl/taxonomy/taxa/arabidopsisthaliana;TNB;a;S;-1;(L.) Heynh.;08/22/2022 12:21:30
82;V;Arabis hirsuta subsp. hirsuta;Ruige scheefkelk;Brassicaceae;0082;http://ndff-ecogrid.nl/taxonomy/taxa/arabishirsutasubsphirsuta;TNB;zz;S;-1;;08/22/2022 12:21:30
83;V;Arctium lappa;Grote klit;Asteraceae;0083;http://ndff-ecogrid.nl/taxonomy/taxa/arctiumlappa;TNB;a;S;-1;L.;08/22/2022 12:21:30
85;V;Arctium nemorosum;Bosklit;Asteraceae;0085;http://ndff-ecogrid.nl/taxonomy/taxa/arctiumnemorosum;;zzz;S;-1;Lej.;08/22/2022 12:21:30
87;V;Arctium tomentosum;Donzige klit;Asteraceae;0087;http://ndff-ecogrid.nl/taxonomy/taxa/arctiumtomentosum;TNB;z;S;-1;Mill.;08/22/2022 12:21:30
88;V;Arctostaphylos uva-ursi;Berendruif;Ericaceae;0088;http://ndff-ecogrid.nl/taxonomy/taxa/arctostaphylosuvaursi;GE;zzz;S;-1;(L.) Spreng.;08/22/2022 12:21:30
89;V;Arenaria serpyllifolia;Gewone zandmuur;Caryophyllaceae;0089;http://ndff-ecogrid.nl/taxonomy/taxa/arenariaserpyllifolia;TNB;a;S;-1;L.;08/22/2022 12:21:30
90;V;Aristolochia clematitis;Pijpbloem;Aristolochiaceae;0090;http://ndff-ecogrid.nl/taxonomy/taxa/aristolochiaclematitis;TNB;zz;E;-1;L.;08/22/2022 12:21:30
91;V;Armeria maritima;Engels gras;Plumbaginaceae;0091;http://ndff-ecogrid.nl/taxonomy/taxa/armeriamaritima;KW;z;S;-1;(Mill.) Willd.;08/22/2022 12:21:30
92;V;Armoracia rusticana;Mierikswortel;Brassicaceae;0092;http://ndff-ecogrid.nl/taxonomy/taxa/armoraciarusticana;TNB;z;S;-1;G. Gaertn.;08/22/2022 12:21:30
93;V;Arnica montana;Valkruid;Asteraceae;0093;http://ndff-ecogrid.nl/taxonomy/taxa/arnicamontana;BE;zz;S;-1;L.;08/22/2022 12:21:30
94;V;Arnoseris minima;Korensla;Asteraceae;0094;http://ndff-ecogrid.nl/taxonomy/taxa/arnoserisminima;BE;zz;S;-1;(L.) Schweigg. & Körte;08/22/2022 12:21:30
96;V;Arrhenatherum elatius;Glanshaver;Poaceae;0096;http://ndff-ecogrid.nl/taxonomy/taxa/arrhenatherumelatius;TNB;a;E;-1;(L.) P. Beauv. ex J. Presl & C. Presl;08/22/2022 12:21:30
97;V;Artemisia absinthium;Absintalsem;Asteraceae;0097;http://ndff-ecogrid.nl/taxonomy/taxa/artemisiaabsinthium;KW;z;S;-1;L.;08/22/2022 12:21:30
98;V;Artemisia campestris subsp. campestris;Wilde averuit;Asteraceae;0098;http://ndff-ecogrid.nl/taxonomy/taxa/artemisiacampestrissubspcampestris;EB;zzz;S;-1;L.;08/22/2022 12:21:30
99;V;Artemisia campestris subsp. maritima;Duinaveruit;Asteraceae;0099;http://ndff-ecogrid.nl/taxonomy/taxa/artemisiacampestrissubspmaritima;KW;zz;S;-1;Arcangeli;08/22/2022 12:21:30
100;V;Artemisia maritima;Zeealsem;Asteraceae;0100;http://ndff-ecogrid.nl/taxonomy/taxa/artemisiamaritima;KW;z;S;-1;L.;08/22/2022 12:21:30
101;V;Artemisia vulgaris;Bijvoet;Asteraceae;0101;http://ndff-ecogrid.nl/taxonomy/taxa/artemisiavulgaris;TNB;a;S;-1;L.;08/22/2022 12:21:30
102;V;Arum italicum;Italiaanse aronskelk;Araceae;0102;http://ndff-ecogrid.nl/taxonomy/taxa/arumitalicum;TNB;z;E;-1;Mill.;08/22/2022 12:21:30
103;V;Arum maculatum;Gevlekte aronskelk;Araceae;0103;http://ndff-ecogrid.nl/taxonomy/taxa/arummaculatum;TNB;z;E;-1;L.;08/22/2022 12:21:30
104;V;Asparagus officinalis subsp. officinalis;Asperge;Asparagaceae;0104;http://ndff-ecogrid.nl/taxonomy/taxa/asparagusofficinalissubspofficinalis;TNB;a;E;-1;L.;08/22/2022 12:21:30
105;V;Asparagus officinalis subsp. prostratus;Liggende asperge;Asparagaceae;0105;http://ndff-ecogrid.nl/taxonomy/taxa/asparagusofficinalissubspprostratus;KW;zz;E;-1;(Dumort.) Corb.;08/22/2022 12:21:30
106;V;Asperugo procumbens;Scherpkruid;Boraginaceae;0106;http://ndff-ecogrid.nl/taxonomy/taxa/asperugoprocumbens;EB;zzz;S;-1;L.;08/22/2022 12:21:30
107;V;Asperula arvensis;Akkerbedstro;Rubiaceae;0107;http://ndff-ecogrid.nl/taxonomy/taxa/asperulaarvensis;VN;x;S;-1;L.;08/22/2022 12:21:30
108;V;Asperula cynanchica;Kalkbedstro;Rubiaceae;0108;http://ndff-ecogrid.nl/taxonomy/taxa/asperulacynanchica;L;zzz;S;-1;L.;08/22/2022 12:21:30
109;V;Galium glaucum;Zeegroen walstro;Rubiaceae;0109;http://ndff-ecogrid.nl/taxonomy/taxa/galiumglaucum;VN;x;S;-1;L.;08/22/2022 12:21:30
110;V;Galium odoratum;Lievevrouwebedstro;Rubiaceae;0110;http://ndff-ecogrid.nl/taxonomy/taxa/galiumodoratum;TNB;a;S;-1;(L.) Scop.;08/22/2022 12:21:30
111;V;Asplenium adiantum-nigrum;Zwartsteel;Aspleniaceae;0111;http://ndff-ecogrid.nl/taxonomy/taxa/aspleniumadiantumnigrum;TNB;zz;V;-1;L.;08/22/2022 12:21:30
112;V;Asplenium ruta-muraria;Muurvaren;Aspleniaceae;0112;http://ndff-ecogrid.nl/taxonomy/taxa/aspleniumrutamuraria;TNB;a;V;-1;L.;08/22/2022 12:21:30
113;V;Asplenium trichomanes;Steenbreekvaren;Aspleniaceae;0113;http://ndff-ecogrid.nl/taxonomy/taxa/aspleniumtrichomanes;TNB;z;V;-1;L.;08/22/2022 12:21:30
114;V;Symphyotrichum aff. lanceolatum;Smalle aster;Asteraceae;0114;http://ndff-ecogrid.nl/taxonomy/taxa/symphyotrichumlanceolatum;;zz;S;-1;(Willd.) G.L. Nesom;08/22/2022 12:21:30
115;V;Symphyotrichum x salignus;Smalle aster x Nieuwnederlandse aster;Asteraceae;0115;http://ndff-ecogrid.nl/taxonomy/taxa/symphyotrichumxsalignus;;zzz;S;0;(Willd.) G.L.Nesom;08/22/2022 12:21:30
117;V;Tripolium pannonicum;Zulte;Asteraceae;0117;http://ndff-ecogrid.nl/taxonomy/taxa/tripoliumpannonicum;TNB;a;S;-1;(Jacq.) Dobrocz.;08/22/2022 12:21:30
118;V;Astragalus glycyphyllos;Hokjespeul;Fabaceae;0118;http://ndff-ecogrid.nl/taxonomy/taxa/astragalusglycyphyllos;TNB;zz;S;-1;L.;08/22/2022 12:21:30
119;V;Athyrium filix-femina;Wijfjesvaren;Athyriaceae;0119;http://ndff-ecogrid.nl/taxonomy/taxa/athyriumfilixfemina;TNB;a;V;-1;(L.) Roth;08/22/2022 12:21:30
120;V;Atriplex glabriuscula;Kustmelde;Amaranthaceae;0120;http://ndff-ecogrid.nl/taxonomy/taxa/atriplexglabriuscula;TNB;zz;S;-1;Edmondston;08/22/2022 12:21:30
121;V;Atriplex prostrata / longipes;Gesteelde Spiesmelde / Spiesmelde;Amaranthaceae;0121;http://ndff-ecogrid.nl/taxonomy/taxa/atriplexprostrata;;a;S;0;;08/22/2022 12:21:30
122;V;Atriplex littoralis;Strandmelde;Amaranthaceae;0122;http://ndff-ecogrid.nl/taxonomy/taxa/atriplexlittoralis;TNB;z;S;-1;L.;08/22/2022 12:21:30
123;V;Atriplex patula;Uitstaande melde;Amaranthaceae;0123;http://ndff-ecogrid.nl/taxonomy/taxa/atriplexpatula;TNB;a;S;-1;L.;08/22/2022 12:21:30
124;V;Atriplex laciniata;Gelobde melde;Amaranthaceae;0124;http://ndff-ecogrid.nl/taxonomy/taxa/atriplexlaciniata;BE;zzz;S;-1;L.;08/22/2022 12:21:30
125;V;Atropa bella-donna;Wolfskers;Solanaceae;0125;http://ndff-ecogrid.nl/taxonomy/taxa/atropabelladonna;BE;zzz;S;-1;L.;08/22/2022 12:21:30
126;V;Avena fatua;Oot;Poaceae;0126;http://ndff-ecogrid.nl/taxonomy/taxa/avenafatua;KW;z;E;-1;L.;08/22/2022 12:21:30
127;V;Azolla cristata;Kleine kroosvaren;Salviniaceae;0127;http://ndff-ecogrid.nl/taxonomy/taxa/azollacristata;VN;x;V;-1;Kaulf.;08/22/2022 12:21:30
128;V;Azolla filiculoides;Grote kroosvaren;Salviniaceae;0128;http://ndff-ecogrid.nl/taxonomy/taxa/azollafiliculoides;TNB;a;V;-1;Lam.;08/22/2022 12:21:30
129;V;Ballota nigra subsp. meridionalis;Stinkende ballote;Lamiaceae;0129;http://ndff-ecogrid.nl/taxonomy/taxa/ballotanigrasubspmeridionalis;TNB;a;S;-1;L.;08/22/2022 12:21:30
130;V;Barbarea intermedia;Bitter barbarakruid;Brassicaceae;0130;http://ndff-ecogrid.nl/taxonomy/taxa/barbareaintermedia;TNB;z;S;-1;Boreau;08/22/2022 12:21:30
131;V;Barbarea stricta;Stijf barbarakruid;Brassicaceae;0131;http://ndff-ecogrid.nl/taxonomy/taxa/barbareastricta;TNB;a;S;-1;Andrz.;08/22/2022 12:21:30
132;V;Barbarea verna;Vroeg barbarakruid;Brassicaceae;0132;http://ndff-ecogrid.nl/taxonomy/taxa/barbareaverna;;zz;S;-1;(Mill.) Asch.;08/22/2022 12:21:30
133;V;Barbarea vulgaris;Gewoon barbarakruid;Brassicaceae;0133;http://ndff-ecogrid.nl/taxonomy/taxa/barbareavulgaris;TNB;a;S;-1;W.T. Aiton;08/22/2022 12:21:30
134;V;Bassia hirsuta;Ruig zoutkruid;Amaranthaceae;0134;http://ndff-ecogrid.nl/taxonomy/taxa/bassiahirsuta;VN;x;S;-1;(L.) Asch.;08/22/2022 12:21:30
135;V;Bellis perennis;Madeliefje;Asteraceae;0135;http://ndff-ecogrid.nl/taxonomy/taxa/bellisperennis;TNB;a;S;-1;L.;08/22/2022 12:21:30
136;V;Berberis vulgaris;Zuurbes;Berberidaceae;0136;http://ndff-ecogrid.nl/taxonomy/taxa/berberisvulgaris;TNB;z;S;-1;L.;08/22/2022 12:21:30
137;V;Berteroa incana;Grijskruid;Brassicaceae;0137;http://ndff-ecogrid.nl/taxonomy/taxa/berteroaincana;TNB;a;S;-1;(L.) DC.;08/22/2022 12:21:30
138;V;Beta vulgaris subsp. maritima;Strandbiet;Amaranthaceae;0138;http://ndff-ecogrid.nl/taxonomy/taxa/betavulgarissubspmaritima;TNB;zz;S;-1;(L.) Arcangeli;08/22/2022 12:21:30
139;V;Betula pubescens;Zachte berk;Betulaceae;0139;http://ndff-ecogrid.nl/taxonomy/taxa/betulapubescens;TNB;a;S;-1;Ehrh.;08/22/2022 12:21:30
140;V;Betula pendula;Ruwe berk;Betulaceae;0140;http://ndff-ecogrid.nl/taxonomy/taxa/betulapendula;TNB;a;S;-1;Roth;08/22/2022 12:21:30
141;V;Bidens cernua;Knikkend tandzaad;Asteraceae;0141;http://ndff-ecogrid.nl/taxonomy/taxa/bidenscernua;TNB;a;S;-1;L.;08/22/2022 12:21:30
142;V;Bidens connata;Smal tandzaad;Asteraceae;0142;http://ndff-ecogrid.nl/taxonomy/taxa/bidensconnata;E;a;S;-1;Muhl. ex Willd.;08/22/2022 12:21:30
143;V;Bidens frondosa;Zwart tandzaad;Asteraceae;0143;http://ndff-ecogrid.nl/taxonomy/taxa/bidensfrondosa;E;a;S;-1;L.;08/22/2022 12:21:30
144;V;Bidens tripartita;Veerdelig tandzaad;Asteraceae;0144;http://ndff-ecogrid.nl/taxonomy/taxa/bidenstripartita;TNB;a;S;-1;L.;08/22/2022 12:21:30
145;V;Blackstonia perfoliata subsp. serotina;Herfstbitterling;Gentianaceae;0145;http://ndff-ecogrid.nl/taxonomy/taxa/blackstoniaperfoliatasubspserotina;TNB;zz;S;-1;(Rchb.) Vollmann;08/22/2022 12:21:30
