taxonId;taxaGroup;scientificName;vernacularName;family;taxonLabel;ndffIdentity;threatStatus;occurenceStatus;taxaSubgroup;isAcceptedName;scientificNameAuthorship;updated
2202;V;Abies concolor;Colorado-zilverspar;Pinaceae;2202;http://ndff-ecogrid.nl/taxonomy/taxa/abiesconcolor;;zzz;N;0;(Gordon & Glend.) Lindl. ex Hildebr.;01/24/2025 10:12:26
2203;V;Abies grandis;Reuzenzilverspar;Pinaceae;2203;http://ndff-ecogrid.nl/taxonomy/taxa/abiesgrandis;;z;N;-1;(Douglas ex D. Don) Lindl.;08/22/2022 12:21:30
2204;V;Abies nordmanniana;Kaukasische zilverspar;Pinaceae;2204;http://ndff-ecogrid.nl/taxonomy/taxa/abiesnordmanniana;;zz;N;-1;(Steven) Spach;08/22/2022 12:21:30
2205;V;Abies pinsapo;Spaanse zilverspar;Pinaceae;2205;http://ndff-ecogrid.nl/taxonomy/taxa/abiespinsapo;;zzz;N;0;Boiss.;09/15/2022 22:26:10
2206;V;Abies procera;Edelspar;Pinaceae;2206;http://ndff-ecogrid.nl/taxonomy/taxa/abiesprocera;;;N;-1;Rehder;08/22/2022 12:21:30
2207;V;Alisma lanceolatum / plantago-aquatica;Slanke / Grote waterweegbree;Alismataceae;2207;http://ndff-ecogrid.nl/taxonomy/taxa/alismalanceolatumplantagoaquatica;;a;E;0;;08/22/2022 12:21:30
2208;V;Allium oleraceum / vineale;Moes- / Kraailook;Amaryllidaceae;2208;http://ndff-ecogrid.nl/taxonomy/taxa/alliumoleraceumvineale;;a;E;0;;08/22/2022 12:21:30
2210;V;Carex acutiformis / riparia;Moeraszegge / Oeverzegge;Cyperaceae;2210;http://ndff-ecogrid.nl/taxonomy/taxa/carexacutiformisriparia;;a;E;0;;08/22/2022 12:21:30
2211;V;Carex acuta / aquatilis / nigra;Scherpe / Noordse / Zwarte zegge;Cyperaceae;2211;http://ndff-ecogrid.nl/taxonomy/taxa/carexacutaaquatilisnigra;;a;E;0;;08/22/2022 12:21:30
2213;V;Carex demissa/oederi;Dwergzegge / Geelgroene zegge;Cyperaceae;2213;http://ndff-ecogrid.nl/taxonomy/taxa/carexoederi;;a;E;0;;08/22/2022 12:21:30
2214;V;Calendula officinalis;Tuingoudsbloem;Asteraceae;2214;http://ndff-ecogrid.nl/taxonomy/taxa/calendulaofficinalis;;a;S;-1;L.;08/22/2022 12:21:30
2216;V;Oxybasis glauca/rubra;Zeegroene / Rode ganzenvoet;Amaranthaceae;2216;http://ndff-ecogrid.nl/taxonomy/taxa/oxybasisglaucarubra;;a;S;0;;08/22/2022 12:21:30
2217;V;Corydalis cava / solida;Holwortel / Vingerhelmbloem;Papaveraceae;2217;http://ndff-ecogrid.nl/taxonomy/taxa/corydaliscavasolida;;a;S;0;;08/22/2022 12:21:30
2219;V;Epilobium excl. E. hirsutum / parviflorum;Basterdwederik excl. viltige B. / Harig wilgenroosje;Onagraceae;2219;http://ndff-ecogrid.nl/taxonomy/taxa/epilobiumroseumgroep;;a;S;0;;08/22/2022 12:21:30
2220;V;Euphorbia helioscopia / peplus;Kroontjeskruid / Tuinwolfsmelk;Euphorbiaceae;2220;http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiahelioscopiapeplus;;a;S;0;;08/22/2022 12:21:30
2222;V;Galeopsis bifida / tetrahit;Gespleten / Gewone hennepnetel;Lamiaceae;2222;http://ndff-ecogrid.nl/taxonomy/taxa/galeopsisbifidatetrahit;;a;S;0;;08/22/2022 12:21:30
2223;V;Geranium dissectum / molle / pusillum;Slipbladige / Zachte / Kleine ooievaarsbek;Geraniaceae;2223;http://ndff-ecogrid.nl/taxonomy/taxa/geraniumdissectummollepusillum;;a;S;0;;08/22/2022 12:21:30
2224;V;Glyceria fluitans / notata / declinata;Mannagras / Stomp / Getand vlotgras;Poaceae;2224;http://ndff-ecogrid.nl/taxonomy/taxa/glyceriafluitansnotatadeclinata;;a;E;0;;08/22/2022 12:21:30
2225;V;Hieracium vulgatum / laevigatum;Dicht / Stijf havikskruid;Asteraceae;2225;http://ndff-ecogrid.nl/taxonomy/taxa/hieraciumvulgatumlaevigatum;;a;S;0;;08/22/2022 12:21:30
2226;V;Juncus acutiflorus / articulatus;Veld- / Zomprus;Juncaceae;2226;http://ndff-ecogrid.nl/taxonomy/taxa/juncusacutiflorusarticulatus;;a;E;0;;08/22/2022 12:21:30
2227;V;Juncus compressus / gerardii;Platte / Zilte rus;Juncaceae;2227;http://ndff-ecogrid.nl/taxonomy/taxa/juncuscompressusgerardi;;a;E;0;;08/22/2022 12:21:30
2228;V;Laburnum anagyroides;Goudenregen;Fabaceae;2228;http://ndff-ecogrid.nl/taxonomy/taxa/laburnumanagyroides;;a;S;-1;Medik.;08/22/2022 12:21:30
2229;V;Larix decidua;Europese lork;Pinaceae;2229;http://ndff-ecogrid.nl/taxonomy/taxa/larixdecidua;;z;N;-1;Mill.;08/22/2022 12:21:30
2230;V;Larix kaempferi;Japanse lork;Pinaceae;2230;http://ndff-ecogrid.nl/taxonomy/taxa/larixkaempferi;;a;N;-1;(Lamb.) Carrière;08/22/2022 12:21:30
2231;V;Malva neglecta / pusilla;Klein / Rond kaasjeskruid;Malvaceae;2231;http://ndff-ecogrid.nl/taxonomy/taxa/malvaneglectapusilla;;a;S;0;;08/22/2022 12:21:30
2232;V;Matteuccia struthiopteris;Struisvaren;Onocleaceae;2232;http://ndff-ecogrid.nl/taxonomy/taxa/matteucciastruthiopteris;TNB;a;V;-1;(L.) Tod.;08/22/2022 12:21:30
2235;V;Narcissus poeticus / tazetta;Witte narcis / N. tazetta;Amaryllidaceae;2235;http://ndff-ecogrid.nl/taxonomy/taxa/narcissuspoeticustazetta;;z;E;0;;08/22/2022 12:21:30
2236;V;Narcissus poeticus;Witte narcis;Amaryllidaceae;2236;http://ndff-ecogrid.nl/taxonomy/taxa/narcissuspoeticus;;z;E;-1;L.;08/22/2022 12:21:30
2238;V;Picea abies;Fijnspar;Pinaceae;2238;http://ndff-ecogrid.nl/taxonomy/taxa/piceaabies;;a;N;-1;(L.) H. Karst.;08/22/2022 12:21:30
2239;V;Picea omorika;Servische spar;Pinaceae;2239;http://ndff-ecogrid.nl/taxonomy/taxa/piceaomorika;;z;N;-1;(Pancic) Purkyne;08/22/2022 12:21:30
2240;V;Picea orientalis;Kaukasische spar;Pinaceae;2240;http://ndff-ecogrid.nl/taxonomy/taxa/piceaorientalis;;zz;N;-1;(L.) Link;08/22/2022 12:21:30
2241;V;Picea pungens;Blauwe spar;Pinaceae;2241;http://ndff-ecogrid.nl/taxonomy/taxa/piceapungens;;zz;N;-1;Engelm.;08/22/2022 12:21:30
2242;V;Picea sitchensis;Sitkaspar;Pinaceae;2242;http://ndff-ecogrid.nl/taxonomy/taxa/piceasitchensis;;a;N;-1;(Bong.) Carrière;08/22/2022 12:21:30
2244;V;Pinus mugo;Bergden;Pinaceae;2244;http://ndff-ecogrid.nl/taxonomy/taxa/pinusmugo;;zz;N;-1;Turra;08/22/2022 12:21:30
2245;V;Pinus nigra;Zwarte den;Pinaceae;2245;http://ndff-ecogrid.nl/taxonomy/taxa/pinusnigra;;a;N;-1;J.F. Arnold;08/22/2022 12:21:30
2246;V;Pinus nigra subsp. nigra;Oostenrijkse den;Pinaceae;2246;http://ndff-ecogrid.nl/taxonomy/taxa/pinusnigrasubspnigra;;z;N;-1;;08/22/2022 12:21:30
2247;V;Pinus nigra subsp. laricio;Corsicaanse den;Pinaceae;2247;http://ndff-ecogrid.nl/taxonomy/taxa/pinusnigrasubsplaricio;;z;N;-1;(Poir.) Palib. ex Maire;08/22/2022 12:21:30
2248;V;Pinus pinaster;Zeeden;Pinaceae;2248;http://ndff-ecogrid.nl/taxonomy/taxa/pinuspinaster;;z;N;-1;Aiton;08/22/2022 12:21:30
2249;V;Pinus strobus;Weymouthden;Pinaceae;2249;http://ndff-ecogrid.nl/taxonomy/taxa/pinusstrobus;;z;N;-1;L.;08/22/2022 12:21:30
2250;V;Platanus x hispanica;Esdoornbladige plataan;Platanaceae;2250;http://ndff-ecogrid.nl/taxonomy/taxa/platanusxhispanica;;a;S;-1;Münchh.;08/22/2022 12:21:30
2251;V;Fallopia convolvulus / dumetorum;Zwaluwtong / Heggenduizendknoop;Polygonaceae;2251;http://ndff-ecogrid.nl/taxonomy/taxa/fallopiaconvolvulusdumetorum;;a;S;0;;08/22/2022 12:21:30
2253;V;Persicaria lapathifolia / P. maculosa;Perzikkruid / Beklierde duizendknoop;Polygonaceae;2253;http://ndff-ecogrid.nl/taxonomy/taxa/persicarialapathifoliamaculosa;;a;S;0;;08/22/2022 12:21:30
2254;V;Populus x canadensis;Canadapopulier;Salicaceae;2254;http://ndff-ecogrid.nl/taxonomy/taxa/populusxcanadensis;;a;S;-1;Moench;08/22/2022 12:21:30
2255;V;Potamogeton smal;Fonteinkruid (smalbladige soorten);Potamogetonaceae;2255;http://ndff-ecogrid.nl/taxonomy/taxa/potamogetonsmal;;a;E;0;;08/22/2022 12:21:30
2256;V;Potentilla anglica / reptans;Kruipganzerik / Vijfvingerkruid;Rosaceae;2256;http://ndff-ecogrid.nl/taxonomy/taxa/potentillaanglicareptans;;a;S;0;;08/22/2022 12:21:30
2257;V;Prunus domestica;Pruim;Rosaceae;2257;http://ndff-ecogrid.nl/taxonomy/taxa/prunusdomestica;E;z;S;-1;L.;08/22/2022 12:21:30
2258;V;Prunus persica;Perzik;Rosaceae;2258;http://ndff-ecogrid.nl/taxonomy/taxa/prunuspersica;;zz;S;-1;(L.) Batsch;08/22/2022 12:21:30
2259;V;Pseudotsuga menziesii;Douglasspar;Pinaceae;2259;http://ndff-ecogrid.nl/taxonomy/taxa/pseudotsugamenziesii;E;a;N;-1;(Mirb.) Franco;08/22/2022 12:21:30
2260;V;Puccinellia distans / maritima;Stomp / Gewoon / Bleek kweldergras;Poaceae;2260;http://ndff-ecogrid.nl/taxonomy/taxa/puccinelliadistansmaritima;;a;E;0;;08/22/2022 12:21:30
2261;V;Rosa canina s.l. / dumalis;Hondsroos / Kale struweelroos;Rosaceae;2261;http://ndff-ecogrid.nl/taxonomy/taxa/rosacaninadumalis;;a;S;0;;08/22/2022 12:21:30
2262;V;Rosa glauca;Bergroos;Rosaceae;2262;http://ndff-ecogrid.nl/taxonomy/taxa/rosaglauca;E;z;S;-1;Pourr.;08/22/2022 12:21:30
2263;V;Rumex maritimus / palustris;Goud- / Moeraszuring;Polygonaceae;2263;http://ndff-ecogrid.nl/taxonomy/taxa/rumexmaritimuspalustris;;a;S;0;;08/22/2022 12:21:30
2264;V;Salix euxina/triandra;Turkse kraak- / Amandelwilg;Salicaceae;2264;http://ndff-ecogrid.nl/taxonomy/taxa/salixeuxinatriandra;;a;S;0;;08/22/2022 12:21:30
2265;V;Salix aurita / cinerea;Geoorde / Grauwe / Rossige wilg;Salicaceae;2265;http://ndff-ecogrid.nl/taxonomy/taxa/salixauritacinerea;;a;S;0;;08/22/2022 12:21:30
2266;V;Scrophularia auriculata / umbrosa;Geoord / Gevleugeld helmkruid;Scrophulariaceae;2266;http://ndff-ecogrid.nl/taxonomy/taxa/scrophulariaauriculataumbrosa;;a;S;0;;08/22/2022 12:21:30
2268;V;Solanum tuberosum;Aardappel;Solanaceae;2268;http://ndff-ecogrid.nl/taxonomy/taxa/solanumtuberosum;;a;S;-1;L.;08/22/2022 12:21:30
2270;V;Spergularia media / marina;Gerande / Zilte schijnspurrie;Caryophyllaceae;2270;http://ndff-ecogrid.nl/taxonomy/taxa/spergulariamediamarina;;a;S;0;;08/22/2022 12:21:30
2271;V;Stellaria apetala / media / neglecta;Vogelmuur / Duin- / Heggenvogelmuur;Caryophyllaceae;2271;http://ndff-ecogrid.nl/taxonomy/taxa/stellariamediapallidaneglecta;;a;S;0;;08/22/2022 12:21:30
2272;V;Taxodium distichum;Moerascipres;Cupressaceae;2272;http://ndff-ecogrid.nl/taxonomy/taxa/taxodiumdistichum;;zz;N;-1;(L.) Rich.;08/22/2022 12:21:30
2273;V;Thuja occidentalis;Westerse levensboom;Cupressaceae;2273;http://ndff-ecogrid.nl/taxonomy/taxa/thujaoccidentalis;;zz;N;-1;L.;08/22/2022 12:21:30
2275;V;Thuja plicata;Reuzenlevensboom;Cupressaceae;2275;http://ndff-ecogrid.nl/taxonomy/taxa/thujaplicata;;zz;N;-1;Donn ex D. Don;08/22/2022 12:21:30
2277;V;Tilia x europaea;Hollandse linde;Malvaceae;2277;http://ndff-ecogrid.nl/taxonomy/taxa/tiliaxeuropaea;;a;S;-1;L.;08/22/2022 12:21:30
2278;V;Trifolium campestre / dubium;Liggende / Kleine klaver;Fabaceae;2278;http://ndff-ecogrid.nl/taxonomy/taxa/trifoliumcampestredubium;;a;S;0;;08/22/2022 12:21:30
2279;V;Tsuga canadensis;Oostelijke hemlockspar;Pinaceae;2279;http://ndff-ecogrid.nl/taxonomy/taxa/tsugacanadensis;;zzz;N;-1;(L.) Carrière;08/22/2022 12:21:30
2280;V;Tsuga heterophylla;Westelijke hemlockspar;Pinaceae;2280;http://ndff-ecogrid.nl/taxonomy/taxa/tsugaheterophylla;;a;N;-1;(Raf.) Sarg.;08/22/2022 12:21:30
2282;V;Utricularia australis / vulgaris;Loos / Groot blaasjeskruid;Lentibulariaceae;2282;http://ndff-ecogrid.nl/taxonomy/taxa/utriculariaaustralisvulgaris;;a;S;0;;08/22/2022 12:21:30
2283;V;Utricularia intermedia / ochroleuca;Plat / Bleekgeel blaasjeskruid;Lentibulariaceae;2283;http://ndff-ecogrid.nl/taxonomy/taxa/utriculariaintermediaochroleuca;;zzz;S;0;;08/22/2022 12:21:30
2284;V;Veronica anagallis-aquatica / catenata / scutellata;Blauwe / Rode water- / Schildereprijs;Plantaginaceae;2284;http://ndff-ecogrid.nl/taxonomy/taxa/veronicaanagallisaquaticacatenatascutellata;;zz;S;0;;08/22/2022 12:21:30
2285;V;Hieracium sect. Amplexicaulia;Stengelomvattend havikskruid;Asteraceae;2285;http://ndff-ecogrid.nl/taxonomy/taxa/hieraciumsecamplexicaulia;GE;zzz;S;-1;(Griseb.) Scheele;08/22/2022 12:21:30
2286;V;Ligustrum ovalifolium;Haagliguster;Oleaceae;2286;http://ndff-ecogrid.nl/taxonomy/taxa/ligustrumovalifolium;;a;S;-1;Hassk.;08/22/2022 12:21:30
2287;V;Lupinus luteus;Gele lupine;Fabaceae;2287;http://ndff-ecogrid.nl/taxonomy/taxa/lupinusluteus;;zz;S;-1;L.;08/22/2022 12:21:30
2290;V;Jacobaea vulgaris;Jakobskruiskruid / Duinkruiskruid;Asteraceae;2290;http://ndff-ecogrid.nl/taxonomy/taxa/jacobaeavulgaris;;a;S;-1;P. Gaertn.;08/22/2022 12:21:30
2291;V;Polystichum setiferum / aculeatum;Zachte / Stijve naaldvaren;Dryopteridaceae;2291;http://ndff-ecogrid.nl/taxonomy/taxa/polystichumsetiferumaculeatum;;a;V;0;;08/22/2022 12:21:30
2292;V;Taraxacum aeruginiceps;;Asteraceae;2292;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumaeruginiceps;;;S;0;G.E.Haglund ex Sahlin;05/07/2025 00:28:20
2293;V;Fragaria x ananassa;Aardbei;Rosaceae;2293;http://ndff-ecogrid.nl/taxonomy/taxa/fragariaxananassa;;z;S;-1;Duchesne;08/22/2022 12:21:30
2294;V;Hyacinthus orientalis;Hyacint;Asparagaceae;2294;http://ndff-ecogrid.nl/taxonomy/taxa/hyacinthusorientalis;;z;E;-1;L.;08/22/2022 12:21:30
2296;V;Anemone blanda;Oosterse anemoon;Ranunculaceae;2296;http://ndff-ecogrid.nl/taxonomy/taxa/anemoneblanda;;a;S;-1;Schott & Kotschy;08/22/2022 12:21:30
2297;V;Anemone hortensis;Steranemoon;Ranunculaceae;2297;http://ndff-ecogrid.nl/taxonomy/taxa/anemonehortensis;;;S;0;L.;01/24/2025 10:12:26
2298;V;Ribes aureum;Gele ribes;Grossulariaceae;2298;http://ndff-ecogrid.nl/taxonomy/taxa/ribesaureum;;zz;S;-1;Pursh;08/22/2022 12:21:30
2301;V;Cerastium tomentosum;Viltige hoornbloem;Caryophyllaceae;2301;http://ndff-ecogrid.nl/taxonomy/taxa/cerastiumtomentosum;;a;S;-1;L.;08/22/2022 12:21:30
2302;V;Populus balsamifera;Ontariopopulier;Salicaceae;2302;http://ndff-ecogrid.nl/taxonomy/taxa/populusbalsamifera;;z;S;-1;L.;08/22/2022 12:21:30
2303;V;Juglans regia;Okkernoot;Juglandaceae;2303;http://ndff-ecogrid.nl/taxonomy/taxa/juglansregia;E;a;S;-1;L.;08/22/2022 12:21:30
2304;V;Taraxacum agaurum;;Asteraceae;2304;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumagaurum;;zzz;S;0;Soest;09/15/2022 22:26:10
2305;V;Tetragonia tetragonioides;Nieuw-Zeelandse spinazie;Aizoaceae;2305;http://ndff-ecogrid.nl/taxonomy/taxa/tetragoniatetragonioides;;zzz;S;0;(Pallas) O. Kuntze;08/22/2022 12:21:30
2307;V;Leucanthemum x superbum;Reuzenmargriet;Asteraceae;2307;http://ndff-ecogrid.nl/taxonomy/taxa/leucanthemumxsuperbum;;zz;S;-1;(J.W. Ingram) D.H. Kent;08/22/2022 12:21:30
2308;V;Anagallis arvensis;Rood guichelheil / Blauw guichelheil;Primulaceae;2308;http://ndff-ecogrid.nl/taxonomy/taxa/anagallisarvensis;;a;S;-1;L.;08/22/2022 12:21:30
2310;V;Ribes sanguineum;Rode ribes;Grossulariaceae;2310;http://ndff-ecogrid.nl/taxonomy/taxa/ribessanguineum;;a;S;-1;Pursh;08/22/2022 12:21:30
2312;V;Linaria incarnata;;Plantaginaceae;2312;http://ndff-ecogrid.nl/taxonomy/taxa/linariaincarnata;;zzz;S;0;(Vent.) Sprengel;08/22/2022 12:21:30
2313;V;Zea mays;Maïs;Poaceae;2313;http://ndff-ecogrid.nl/taxonomy/taxa/zeamays;;z;E;-1;L.;08/22/2022 12:21:30
2314;V;Cerastium fontanum;Gewone / Glanzige hoornbloem;Caryophyllaceae;2314;http://ndff-ecogrid.nl/taxonomy/taxa/cerastiumfontanum;;a;S;-1;Baumg.;08/22/2022 12:21:30
2316;V;Euphrasia stricta;Stijve ogentroost;Orobanchaceae;2316;http://ndff-ecogrid.nl/taxonomy/taxa/euphrasiastricta;GE;a;S;-1;J.F. Lehmann;08/25/2022 01:21:18
2318;V;Medicago falcata / sativa;Sikkelklaver / Luzerne;Fabaceae;2318;http://ndff-ecogrid.nl/taxonomy/taxa/medicagofalcatasativa;;a;S;0;;08/22/2022 12:21:30
2319;V;Odontites vernus;Rode / Akkerogentroost;Orobanchaceae;2319;http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernus;;a;S;-1;(Bellardi) Dumort.;08/22/2022 12:21:30
2320;V;Plantago major;Grote / Getande weegbree;Plantaginaceae;2320;http://ndff-ecogrid.nl/taxonomy/taxa/plantagomajor;;a;S;-1;L.;08/22/2022 12:21:30
2321;V;Poa pratensis / angustifolia / irrigata;Veld- / Smal / Berijpt beemdgras;Poaceae;2321;http://ndff-ecogrid.nl/taxonomy/taxa/poapratensisangustifolia;;a;E;0;;08/22/2022 12:21:30
2323;V;Solanum nigrum;Zwarte nachtschade;Solanaceae;2323;http://ndff-ecogrid.nl/taxonomy/taxa/solanumnigrum;;a;S;-1;L.;08/22/2022 12:21:30
2324;V;Sonchus arvensis;Akkermelkdistel;Asteraceae;2324;http://ndff-ecogrid.nl/taxonomy/taxa/sonchusarvensis;TNB;a;S;-1;L.;08/22/2022 12:21:30
2325;V;Elaeagnus angustifolia;Smalle olijfwilg;Elaeagnaceae;2325;http://ndff-ecogrid.nl/taxonomy/taxa/elaeagnusangustifolia;;z;S;-1;L.;08/22/2022 12:21:30
2326;V;Silene coronaria;Prikneus;Caryophyllaceae;2326;http://ndff-ecogrid.nl/taxonomy/taxa/silenecoronaria;E;a;S;-1;(L.) Clairv.;08/22/2022 12:21:30
2327;V;Lycium chinense;Chinese boksdoorn;Solanaceae;2327;http://ndff-ecogrid.nl/taxonomy/taxa/lyciumchinense;;zzz;S;-1;P. Mill.;08/22/2022 12:21:30
2328;V;Taraxacum akteum;;Asteraceae;2328;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumakteum;;;S;0;Hagend., Soest & Zevenb.;05/07/2025 00:28:19
2329;V;Taraxacum amaurolepis;;Asteraceae;2329;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumamaurolepis;;;S;0;Markl.;08/22/2022 12:21:30
2330;V;Taraxacum sect. Macrodonta;;Asteraceae;2330;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumsectmacrodonta;;zz;S;-1;M.P.Chr.;05/07/2025 00:28:19
2332;V;Silene viscaria;Rode pekanjer;Caryophyllaceae;2332;http://ndff-ecogrid.nl/taxonomy/taxa/sileneviscaria;;zz;S;-1;(L.) Jess.;08/22/2022 12:21:30
2333;V;Arabis hirsuta;Ruige scheefkelk / Pijlscheefkelk;Brassicaceae;2333;http://ndff-ecogrid.nl/taxonomy/taxa/arabishirsuta;;zz;S;-1;(L.) Scop.;08/22/2022 12:21:30
2334;V;Arenaria leptoclados / serpyllifolia;Tengere / Gewone zandmuur;Caryophyllaceae;2334;http://ndff-ecogrid.nl/taxonomy/taxa/arenarialeptocladosserpyllifolia;;a;S;0;;08/22/2022 12:21:30
2335;V;Beta vulgaris;Biet s.l.;Amaranthaceae;2335;http://ndff-ecogrid.nl/taxonomy/taxa/betavulgaris;;a;S;-1;L.;08/22/2022 12:21:30
2336;V;Blackstonia perfoliata;Zomer- / Herfstbitterling;Gentianaceae;2336;http://ndff-ecogrid.nl/taxonomy/taxa/blackstoniaperfoliata;;z;S;-1;(L.) Huds.;08/22/2022 12:21:30
2337;V;Bromus hordeaceus;Zachte dravik;Poaceae;2337;http://ndff-ecogrid.nl/taxonomy/taxa/bromushordeaceus;TNB;a;E;-1;L.;08/22/2022 12:21:30
2338;V;Caltha palustris;Gewone / Spindotterbloem;Ranunculaceae;2338;http://ndff-ecogrid.nl/taxonomy/taxa/calthapalustris;;a;S;-1;L.;08/22/2022 12:21:30
2340;V;Fragaria vesca / moschata;Bosaardbei / Grote bosaardbei;Rosaceae;2340;http://ndff-ecogrid.nl/taxonomy/taxa/fragariavescamoschata;;a;S;0;;08/22/2022 12:21:30
2341;V;Galeopsis ladanum / angustifolia;Brede / Smalle raai;Lamiaceae;2341;http://ndff-ecogrid.nl/taxonomy/taxa/galeopsisladanumangustifolia;;zz;S;0;;08/22/2022 12:21:30
2342;V;Hypericum maculatum;Kantig / Gevlekt hertshooi;Hypericaceae;2342;http://ndff-ecogrid.nl/taxonomy/taxa/hypericummaculatum;;a;S;-1;L.;08/22/2022 12:21:30
2343;V;Juncus bulbosus;Knolrus;Juncaceae;2343;http://ndff-ecogrid.nl/taxonomy/taxa/juncusbulbosus;TNB;a;E;-1;L.;08/22/2022 12:21:30
2344;V;Luzula campestris / multiflora;Gewone / Veelbloemige veldbies;Juncaceae;2344;http://ndff-ecogrid.nl/taxonomy/taxa/luzulacampestrismultiflora;;a;E;0;;08/22/2022 12:21:30
2346;V;Muscari armeniacum / botryoides;Langbladige druifhyacint / Blauwe druifjes;Asparagaceae;2346;http://ndff-ecogrid.nl/taxonomy/taxa/muscariarmeniacumbotryoides;;a;E;0;;08/22/2022 12:21:30
2348;V;Narcissus pseudonarcissus;Wilde narcis / Trompetnarcis;Amaryllidaceae;2348;http://ndff-ecogrid.nl/taxonomy/taxa/narcissuspseudonarcissus;TNB;a;E;0;L.;08/22/2022 12:21:30
2349;V;Narcissus pseudonarcissus subsp. major;Trompetnarcis;Amaryllidaceae;2349;http://ndff-ecogrid.nl/taxonomy/taxa/narcissuspseudonarcissussubspmajor;;a;E;0;(Curtis) Baker;08/22/2022 12:21:30
2353;V;Ranunculus aquatilis/baudotii/trichophyllus;Fijne / Zilte waterranonkel;Ranunculaceae;2353;http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusaquatilis-baudotii-trichophyllus;;a;S;0;;08/22/2022 12:21:30
2358;V;Hylotelephium telephium;Hemelsleutel;Crassulaceae;2358;http://ndff-ecogrid.nl/taxonomy/taxa/hylotelephiumtelephium;TNB;a;S;-1;(L.) H. Ohba;08/22/2022 12:21:30
2369;V;Allium cepa;Ui;Amaryllidaceae;2369;http://ndff-ecogrid.nl/taxonomy/taxa/alliumcepa;;zz;E;-1;L.;08/22/2022 12:21:30
2373;V;Typha x glauca;Kleine lisdodde x Grote lisdodde;Typhaceae;2373;http://ndff-ecogrid.nl/taxonomy/taxa/typhaxglauca;;zz;E;0;Godron;08/22/2022 12:21:30
2374;V;Lemna gibba / minor;Bultkroos / Klein kroos;Araceae;2374;http://ndff-ecogrid.nl/taxonomy/taxa/lemnagibbaminor;;a;E;0;;08/22/2022 12:21:30
2376;V;Galium palustre;Moeraswalstro;Rubiaceae;2376;http://ndff-ecogrid.nl/taxonomy/taxa/galiumpalustre;TNB;a;S;-1;L.;08/22/2022 12:21:30
2377;V;Tripolium pannonicum f. discoideus;Zulte f. discoideus;Asteraceae;2377;http://ndff-ecogrid.nl/taxonomy/taxa/tripoliumpannonicumfdiscoideus;;zz;S;-1;(Rchb.) B.Bock;08/22/2022 12:21:30
2379;V;Falcaria vulgaris;Sikkelkruid;Apiaceae;2379;http://ndff-ecogrid.nl/taxonomy/taxa/falcariavulgaris;GE;zzz;S;-1;Bernh.;08/22/2022 12:21:30
2380;V;Taraxacum amplum;;Asteraceae;2380;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumamplum;;zzz;S;0;Markl.;08/22/2022 12:21:30
2381;V;Taraxacum angustisquameum;;Asteraceae;2381;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumangustisquameum;;;S;0;Dahlst. ex H.Lindb.;08/22/2022 12:21:30
2382;V;Rumex obtusifolius subsp. obtusifolius;Ridderzuring subsp. obtusifolius;Polygonaceae;2382;http://ndff-ecogrid.nl/taxonomy/taxa/rumexobtusifoliussubspobtusifolius;;z;S;0;L.;08/22/2022 12:21:30
2383;V;Glyceria notata / declinata;Stomp / Getand vlotgras;Poaceae;2383;http://ndff-ecogrid.nl/taxonomy/taxa/glycerianotatadeclinata;;a;E;0;;08/22/2022 12:21:30
2384;V;Lactuca virosa;Gifsla;Asteraceae;2384;http://ndff-ecogrid.nl/taxonomy/taxa/lactucavirosa;TNB;zz;S;-1;L.;08/22/2022 12:21:30
2385;V;Phleum nodosum/pratense;Gewoon timoteegras / Klein timoteegras;Poaceae;2385;http://ndff-ecogrid.nl/taxonomy/taxa/phleumnodosum-pratense;;a;E;0;;08/22/2022 12:21:30
2386;V;Taraxacum arenastrum;;Asteraceae;2386;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumarenastrum;;zzz;S;0;A.J.Richards;08/22/2022 12:21:30
2387;V;Vicia villosa;Bonte wikke;Fabaceae;2387;http://ndff-ecogrid.nl/taxonomy/taxa/viciavillosa;TNB;a;S;-1;Roth;08/22/2022 12:21:30
2388;V;Euphorbia esula;Heksenmelk;Euphorbiaceae;2388;http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaesula;TNB;a;S;-1;L.;08/22/2022 12:21:30
2389;V;Taraxacum armatifrons;;Asteraceae;2389;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumarmatifrons;;;S;0;Hagend., Soest & Zevenb.;08/22/2022 12:21:30
2390;V;Syringa vulgaris;Sering;Oleaceae;2390;http://ndff-ecogrid.nl/taxonomy/taxa/syringavulgaris;E;a;S;-1;L.;08/22/2022 12:21:30
